metabolite,tissue,estimate_trt_(Intercept),estimate_trt_trtlive,estimate_trt_genotypeR500,estimate_trt_trtlive:genotypeR500,p.value_trt_trtlive,p.value_trt_genotypeR500,p.value_trt_trtlive:genotypeR500,estimate_leaf_(Intercept),estimate_leaf_value_scale,p.value_leaf_value_scale,FDR_trt_trtlive,FDR_trt_genotypeR500,FDR_trt_trtlive:genotypeR500,FDR_leaf_value_scale,sig.both
homoserine,leaf,4625.583333333333,-1095.2499999999995,-3196.250000000002,448.41666666666873,0.1442492981925808,7.1816364503498516e-6,0.66768706890479,1.7289001313217065e-16,-0.4202083659169973,0.010722290986472923,0.8189637574804588,7.435105972126906e-5,0.9512902010234224,0.14085185061832256,FALSE
homoglutamine,leaf,660.5000000000003,-127.3333333333333,1121.7500000000007,-286.7500000000008,0.666480079109735,4.8333887089437415e-5,0.49350123989257944,1.604147762268152e-16,-0.0905435951668142,0.5994652012658321,0.9405884020102145,3.271832356823456e-4,0.9512902010234224,0.8320680907117086,FALSE
homocystine,leaf,867.5833333333335,-158.41666666666663,-2.583333333333489,174.25000000000026,0.23005005121521985,0.9806555991335739,0.3484004012497792,1.1215648989743068e-16,-0.2141584572337846,0.209763914430922,0.922847743785305,0.9897760394494015,0.9512902010234224,0.5447836655573859,FALSE
hexose-6-phosphate,leaf,362.4166666666666,-39.91666666666671,109.16666666666654,66.0000000000002,0.7203573525939888,0.23525838440940727,0.6756673972236045,1.2631894227756222e-16,0.2883243581736577,0.08813441648481089,0.9405884020102145,0.3209726795043076,0.9512902010234224,0.29267277927031543,FALSE
heptadecanoic acid,leaf,3675.9166666666665,-667.7499999999989,439.0833333333336,943.9166666666661,0.25524089114329673,0.35782231947474086,0.2554502295673942,1.6566473663306738e-16,0.08156312905389175,0.6362866661310043,0.922847743785305,0.4475348129161016,0.9512902010234224,0.854858421672189,FALSE
guanosine,leaf,751.0833333333335,115.08333333333316,-183.16666666666686,-6.833333333333156,0.3875000323593353,0.09735846041381181,0.9708854410043184,1.5826352445855877e-16,0.024845682345316852,0.8856307290023907,0.9238408329976535,0.16742357972371757,0.9974557918960908,0.9419067141889818,FALSE
guanine,leaf,7086.250000000003,3679.5833333333294,15.166666666667036,-4952.66666666667,0.11751729504198567,0.9935710551598567,0.13558776089845828,2.067149516670989e-16,-0.45083376387151297,0.005789370446975281,0.8181884625278713,0.9935710551598567,0.9512902010234224,0.10093718174518075,FALSE
glycyl tyrosine,leaf,491,120.49999999999989,249.33333333333323,-1.9999999999998395,0.272629268683877,0.007999738236538063,0.9896289575381074,1.5952575228821355e-16,-0.0017188985116260533,0.9920616538896267,0.922847743785305,0.023465898827178314,0.9984324326034488,0.9920616538896267,FALSE
glycolic acid,leaf,1850.6666666666667,-147.00000000000014,-196.58333333333385,139.41666666666737,0.6386239479308609,0.44312014354315266,0.7525751391579726,1.552959799215877e-16,-0.07588814735289781,0.6600132726051018,0.9405884020102145,0.5341722278328416,0.9512902010234224,0.8604617479888735,FALSE
glycine,leaf,899618.2499999999,-332490.24999999965,-809267.7500000005,296945.4166666671,0.013098490969378915,6.188841085198828e-9,0.10683432946936879,1.760653450214922e-16,-0.2498628055075936,0.14164436774166267,0.7292439712622256,3.630786769983312e-7,0.9512902010234224,0.4298173917678039,FALSE
glycerol-alpha-phosphate,leaf,1122.416666666667,314.24999999999915,999.6666666666665,16.000000000000888,0.49774361099814657,0.011757257324669276,0.9804537045342256,1.3802298762343225e-16,0.34538498430177295,0.039098654122075784,0.9405884020102145,0.031131772945392485,0.9974557918960908,0.20239303310250994,FALSE
glycerol-3-galactoside,leaf,581769.1666666665,-68518.83333333328,-157002.41666666677,56237.583333333496,0.15401399953642014,2.660777952982985e-4,0.4030732142980217,8.768743102152794e-17,0.2048614086224256,0.23070239617664304,0.8245887944567462,0.0013773438815441335,0.9512902010234224,0.5562139962614955,FALSE
glycerol,leaf,236342.24999999997,30318.75,37793.50000000001,-54070.666666666686,0.2831464668432186,0.10535727437594501,0.178188732913706,1.584677290261014e-16,-0.1905838230811473,0.2655410426593204,0.922847743785305,0.17493283292609738,0.9512902010234224,0.5915851076967137,FALSE
glyceric acid,leaf,482783,112913.99999999985,246048.25,-365.0833333331953,0.39290274646773793,0.02740695265931192,0.9984324326034488,1.3346051395321364e-16,0.3683700980068842,0.02706313271502801,0.9238408329976535,0.06346873247419603,0.9984324326034488,0.17617878090616998,FALSE
glutamine,leaf,297196.3333333333,-46136.33333333326,-260134.75000000012,43540.083333333474,0.4994011557249466,4.503936400281679e-5,0.6515365115795413,1.6188037602022268e-16,-0.1064048848218325,0.5368024396977519,0.9405884020102145,3.263953264099248e-4,0.9512902010234224,0.8320680907117086,FALSE
glutamic acid,leaf,530761.3333333334,143981.66666666663,-60005.41666666666,-105703.58333333336,0.11616542664058052,0.4159016214269097,0.4080850567905022,1.5779504904377116e-16,-0.07403345450539653,0.6678403783515141,0.8181884625278713,0.5048185198009386,0.9512902010234224,0.864264019043136,FALSE
glucose-6-phosphate,leaf,1157.9166666666663,637.5833333333336,2833.166666666668,1117.8333333333321,0.6569380361313839,0.020411312888606443,0.5822116346605533,1.7772802869056383e-16,0.4467266779991058,0.006308573859073797,0.9405884020102145,0.047898547578596455,0.9512902010234224,0.10093718174518075,FALSE
glucose-1-phosphate,leaf,21084.750000000004,777.5833333333333,10822.833333333336,11168.000000000002,0.9035560643392088,0.04542358882052533,0.22385487171233537,1.8194797803460157e-16,0.19499667571350626,0.2544233263893653,0.9994467102546782,0.09246113978714211,0.9512902010234224,0.5740834031349782,FALSE
glucose,leaf,46221.24999999998,8578.416666666666,103495.0833333334,-28624.583333333405,0.7011870141917853,2.4382376187076254e-6,0.36778962140005855,1.441338253499339e-16,0.18729814597881111,0.2740233949114108,0.9405884020102145,3.9011801899322006e-5,0.9512902010234224,0.5949061876892043,FALSE
gluconic acid lactone,leaf,2677.8333333333353,148.9999999999988,2368.5833333333344,-1906.5833333333346,0.8535114453899888,9.941196307149318e-4,0.10187731420171736,1.5551586163799112e-16,-0.4075303088813589,0.013623523437190501,0.9832562555139304,0.004114770185469714,0.9512902010234224,0.14104353676150166,FALSE
gluconic acid,leaf,14554.333333333336,4567.999999999997,12115.00000000001,-15395.166666666684,0.4418783732695567,0.016551248300470407,0.07272425123821759,1.611573930585578e-16,-0.33562523923997345,0.04537615339465765,0.9405884020102145,0.03990437946414783,0.9512902010234224,0.2071369970816596,FALSE
glucoheptulose,leaf,6243.333333333333,958.8333333333325,2997.5000000000023,-738.3333333333338,0.4806630525498057,0.010157090675876179,0.7001912165720507,1.685300078109397e-16,0.11175004227064476,0.5164195548388787,0.9405884020102145,0.027543269027902065,0.9512902010234224,0.8320680907117086,FALSE
galactonic acid,leaf,4687.583333333337,2578.9166666666615,10283.333333333336,-907.4999999999984,0.26383025557970413,3.956932361215821e-6,0.778995495862201,1.5220159502721945e-16,0.13990846755302083,0.41573695786657805,0.922847743785305,5.237180482593993e-5,0.9521056060538012,0.7953228759186711,FALSE
galactinol,leaf,1599272.166666667,296227.9999999998,-277185.83333333326,-278372.3333333333,0.0790324494574481,0.04570522250841683,0.2368450462433741,1.6678031440803181e-16,-0.10573818448881869,0.5393716097861142,0.7774428207455996,0.09246113978714211,0.9512902010234224,0.8320680907117086,FALSE
fumaric acid,leaf,585289.5833333334,177347.08333333337,-217643.6666666668,-186449.50000000012,0.09359288636265185,0.014073335092699549,0.2081054020942232,2.315552825655075e-16,-0.3399908972640253,0.042474702893347975,0.7774428207455996,0.03488601375091719,0.9512902010234224,0.2071369970816596,FALSE
fucose,leaf,9359.250000000002,-1058.083333333333,3042.750000000001,-1194.0833333333353,0.39368217315240916,0.0046267528869073865,0.49519142438342423,1.9404658855980326e-16,-0.10129127891346368,0.5566569293801507,0.9238408329976535,0.014805609238103638,0.9512902010234224,0.8320680907117086,FALSE
fructose-6-phosphate,leaf,918.4166666666666,229.58333333333337,1229.3333333333342,574.333333333333,0.7388121282585391,0.03470458089013413,0.5560579453713503,1.6824829353064434e-16,0.4162971432033087,0.011555327960078826,0.9405884020102145,0.07830777226491804,0.9512902010234224,0.14085185061832256,FALSE
fructose,leaf,2604415.166666667,179271.66666666686,1001291.083333334,-13658.416666667597,0.569662174437428,4.264626943278839e-4,0.975502471696837,1.5612922919944874e-16,0.07951417544039051,0.644813687260541,0.9405884020102145,0.00208492872782521,0.9974557918960908,0.8563229380647571,FALSE
ferulic acid,leaf,5367.666666666666,644.3333333333347,-3388.9166666666665,-709.5833333333344,0.3336675359459106,4.274691928140083e-7,0.4502443646036858,1.465276341904274e-16,0.47970588288536387,0.0030712279598905977,0.9238408329976535,8.35939754836283e-6,0.9512902010234224,0.07322161371682673,FALSE
ethanolamine,leaf,447505.1666666667,3243.3333333333458,92335.16666666672,-45876.83333333338,0.9538990695293271,0.05056847064504571,0.5641281072214732,1.5769544165866543e-16,0.0074604454251620865,0.9655552932749201,0.9994467102546782,0.10022375855081771,0.9512902010234224,0.9822990266843117,FALSE
erythrose,leaf,960.9166666666666,-149.58333333333348,202.66666666666634,148.83333333333368,0.4376168795660065,0.2014140900133912,0.5840801277245078,1.464757403116413e-16,0.07718966048013576,0.6545417561872355,0.9405884020102145,0.28820227514111263,0.9512902010234224,0.85969663499219,FALSE
erythronic acid lactone,leaf,1468.6666666666663,-61.333333333333385,-375.916666666667,138.75000000000063,0.7787058936912142,0.04120250663687122,0.653380621022865,1.7582946002282136e-16,0.16899041556523894,0.32449216539442527,0.9405884020102145,0.08632906152487305,0.9512902010234224,0.6707815620138268,FALSE
erythronic acid,leaf,783.2499999999999,-174.41666666666646,-128.1666666666667,133.33333333333331,0.17401168983630352,0.2198938529296624,0.45780508075129867,1.6669234558556908e-16,-0.20652496088986427,0.2268553699089281,0.894726836452281,0.3047347883119731,0.9512902010234224,0.5545353486662687,FALSE
erythritol,leaf,5486.25,-282.4166666666665,1010.9999999999997,-402.5000000000001,0.758137231134691,0.18281065518062128,0.7563205065516037,1.4896386920742684e-16,-0.16822669813411475,0.32671554233078337,0.9405884020102145,0.26590640753544914,0.9512902010234224,0.6707815620138268,FALSE
epsilon-caprolactam,leaf,6037.083333333333,-3341.749999999997,-3086.000000000001,2775.333333333333,0.016573726619596038,0.007398269417840748,0.14731750393667692,1.4177823399292696e-16,-0.16786621947424732,0.32776826325675623,0.7292439712622256,0.02206941385660969,0.9512902010234224,0.6707815620138268,FALSE
dihydroxyacetone,leaf,7230.916666666665,-113.08333333333346,3369.249999999999,1425.0833333333344,0.9435492788648454,0.013848754324727609,0.5293262793745432,1.7989230055771352e-16,0.30686401836879235,0.06869702383984777,0.9994467102546782,0.03488601375091719,0.9512902010234224,0.26862441705306206,FALSE
dehydroascorbic acid,leaf,48022.08333333334,8444.416666666668,2668.833333333333,6946.166666666665,0.414685491172077,0.751132324971888,0.6340099036366043,1.7540220233433337e-16,0.4386641400471671,0.007444971105847805,0.9405884020102145,0.8060932267990993,0.9512902010234224,0.10919290955243448,FALSE
dehydroabietic acid,leaf,2359.0833333333335,-1165.749999999999,-1088.2500000000005,950.7500000000005,0.14072474229745252,0.09380939523491749,0.3901849862695932,1.6749039579043263e-16,-0.1291752419606523,0.45274124140125593,0.8189637574804588,0.16632445976881646,0.9512902010234224,0.8320680907117086,FALSE
cyano-l-alanine,leaf,2251.0833333333335,-748.7499999999992,-1164.083333333334,798.5833333333337,0.007174789931388454,5.070468992020758e-6,0.037850418764685964,1.8013778531742857e-16,-0.293738776888322,0.08206577376444682,0.6505467201216089,5.577515891222834e-5,0.9512902010234224,0.28320737612828706,FALSE
cyanoalanine,leaf,2507.75,-1072.5833333333323,-1420.750000000001,1122.4166666666672,0.007392576365018283,5.633050180184688e-5,0.04216512142651505,1.7879854056424413e-16,-0.2746768529512236,0.10496304254994776,0.6505467201216089,3.6719141915277965e-4,0.9512902010234224,0.3308299149399911,FALSE
coniferin NIST,leaf,383.8333333333334,-25.666666666666668,5.416666666666638,-76.0833333333333,0.7580991349201792,0.9365088642225098,0.5196348599753613,1.6142766081353312e-16,-0.02190514184241716,0.899092772634937,0.9405884020102145,0.9638921643459749,0.9512902010234224,0.9419067141889818,FALSE
citric acid,leaf,3558773.5000000014,844181.4999999998,851708.0000000006,351492.99999999965,0.08671632477159408,0.03642266823226077,0.60641964812903,2.3690807318135523e-16,0.3612077853175856,0.030431350266618244,0.7774428207455996,0.07914061245528266,0.9512902010234224,0.17617878090616998,FALSE
citramalic acid,leaf,6685.916666666668,-2.583333333335222,-27.500000000001453,-1893.4999999999975,0.9981880487995429,0.9763800864602504,0.24426438896093633,1.6287480362536532e-16,-0.32673484421461324,0.05177766586694506,0.9994467102546782,0.9897760394494015,0.9512902010234224,0.216973076013865,FALSE
cis-sinapinic acid,leaf,2611.083333333334,959.0833333333322,-1471.1666666666672,-514.1666666666653,0.09036496841392473,0.002504638838532334,0.5127327415416632,1.726697881091192e-16,0.34197436084972255,0.041206938073945654,0.7774428207455996,0.008996253787381444,0.9512902010234224,0.2071369970816596,FALSE
cis-caffeic acid,leaf,4849.250000000001,2340.0833333333294,-3742.000000000004,-2510.9999999999945,0.07381773528113322,0.001005313170313623,0.17042055983943513,1.6177465399716747e-16,-0.03051137185734306,0.8597845837395776,0.7774428207455996,0.004114770185469714,0.9512902010234224,0.9419067141889818,FALSE
chlorogenic acid,leaf,957.9166666666674,-285.0833333333338,451.6666666666665,-161.49999999999974,0.6344296863991974,0.3585364126202859,0.8487127157095852,1.557466257329614e-16,0.04603054347395619,0.7897944759370722,0.9405884020102145,0.4475348129161016,0.9788897181942247,0.9026222582137967,FALSE
cellobiose,leaf,18282.33333333333,-11399.166666666655,-8698.500000000002,10321.166666666666,0.2786098545580505,0.3107029443948176,0.4855127033493344,1.686301273510333e-16,0.11778015053269858,0.49389432558659097,0.922847743785305,0.39625882763397025,0.9512902010234224,0.8320680907117086,FALSE
capric acid,leaf,704.4166666666669,-163.58333333333331,-41.083333333333584,59.08333333333347,0.2522186488322523,0.7222049859095476,0.76778233748848,1.2364775077326126e-16,-0.1108436097139481,0.5198488961944807,0.922847743785305,0.7944254845005024,0.9512902010234224,0.8320680907117086,FALSE
butyrolactam NIST,leaf,2060.8333333333335,-307.1666666666663,1665.0000000000005,1012.4999999999992,0.7323672739274469,0.02874517732681817,0.42728448263114727,1.5624800265469968e-16,0.06264048424884835,0.7166530565500691,0.9405884020102145,0.06570326246129866,0.9512902010234224,0.8759092913389733,FALSE
beta-sitosterol,leaf,15173.333333333336,-2275.3333333333353,3781.5,-2714.999999999996,0.41787442504644867,0.10456192966515046,0.49362993203217687,1.607351121976333e-16,0.022792205243869806,0.8950286261054132,0.9405884020102145,0.17493283292609738,0.9512902010234224,0.9419067141889818,FALSE
beta-gentiobiose,leaf,14199.333333333336,1233.3333333333333,6089.500000000005,-7232.166666666676,0.7552693558596104,0.06632507259424959,0.20168084278017018,1.3345286144536713e-16,-0.39326755189283946,0.017652359046182578,0.9405884020102145,0.12159596642279091,0.9512902010234224,0.1553407596064067,FALSE
beta-alanine,leaf,40977.16666666668,-8051.333333333336,-10626.250000000011,6647.583333333348,0.07141443657134866,0.005009573639331848,0.2844318195522856,1.5099858222959995e-16,-0.04102494694984282,0.812220423590718,0.7774428207455996,0.015468157202147458,0.9512902010234224,0.9105146149806774,FALSE
benzoic acid,leaf,16919.499999999996,-12761.333333333318,-10354.75,9281.916666666662,0.07021740247600045,0.0718922534628781,0.34259777860794616,1.5818555401375752e-16,0.10305727094278953,0.5497616610319451,0.7774428207455996,0.12911261846394434,0.9512902010234224,0.8320680907117086,FALSE
aspartic acid,leaf,296201.4166666667,15971.416666666668,-86561.1666666667,-56522.833333333314,0.7749669938373308,0.06463094789629541,0.4758487426595466,1.0608612343949884e-16,-0.2118993752616017,0.2147263948682147,0.9405884020102145,0.11973733504997885,0.9512902010234224,0.5447836655573859,FALSE
asparagine,leaf,8912.416666666666,-704.2499999999981,-3237.4999999999986,-213.33333333333542,0.6997528814000227,0.03585366321956473,0.9340905111658596,2.0132490591890232e-16,-0.38730738805260423,0.019609071620742824,0.9405884020102145,0.07914061245528266,0.9974557918960908,0.16105874996539998,FALSE
aminomalonate,leaf,9005.41666666667,-1494.2499999999993,-7200.416666666674,1030.2500000000045,0.31444742986838614,9.907307208894606e-7,0.6217102867855613,1.4664108349936982e-16,-0.3071355652203377,0.06843970377882777,0.9238408329976535,1.7436860687654506e-5,0.9512902010234224,0.26862441705306206,FALSE
alpha-ketoglutarate,leaf,65833.58333333331,21843.91666666672,-24732.416666666646,-19841.416666666737,0.033720954637455176,0.00426663025592507,0.1638240455245724,1.028928427874635e-16,0.30349102368176306,0.0719569858811039,0.7774428207455996,0.01416843254797759,0.9512902010234224,0.26945594712924015,FALSE
alpha-aminoadipic acid,leaf,358.24999999999994,33.41666666666665,20.416666666666607,-29.41666666666664,0.5738740334255189,0.6735613638232262,0.7259009099991469,1.79475662928139e-16,0.14946102695679,0.38428984081156015,0.9405884020102145,0.7550751594451452,0.9512902010234224,0.7533160794395187,FALSE
allantoic acid,leaf,288.3333333333333,-71.99999999999989,13.249999999999979,0.41666666666661345,0.20606445481982094,0.7730040219406185,0.9958187760150361,1.5891173835510435e-16,0.01651294511213467,0.9238482468972828,0.922847743785305,0.8195705292864389,0.9984324326034488,0.9620826723304944,FALSE
alanine-alanine,leaf,4285.416666666667,-330.58333333333235,-1317.25,759.0833333333331,0.538594739853034,0.004766725041030242,0.3204031701557032,1.2880650043587063e-16,-0.0951972188955727,0.5807550811737143,0.9405884020102145,0.014981135843237903,0.9512902010234224,0.8320680907117086,FALSE
alanine,leaf,1072228.083333333,-279776.58333333296,-656396.1666666667,160908.33333333334,0.028448657120582303,1.9667245817598904e-7,0.3576739907605623,9.482033669397243e-17,-0.3832350376907097,0.021047450279569314,0.7774428207455996,5.053457505957514e-6,0.9512902010234224,0.16105874996539998,FALSE
adenosine,leaf,31281.16666666666,3968.0000000000014,5579.166666666673,-9078.500000000013,0.38315503627294745,0.13765064803700236,0.1622510425415519,1.5546091016378214e-16,-0.054955051722236734,0.7502314297784727,0.9238408329976535,0.21945655974127418,0.9512902010234224,0.8921671056825081,FALSE
adenine,leaf,27389.33333333334,8571.83333333332,-2714.250000000005,-12355.416666666659,0.29760125623780126,0.6840802809716809,0.2885704558748607,1.1811275541571859e-16,-0.5191826057567644,0.0011761330295148602,0.9238408329976535,0.7609365010426327,0.9512902010234224,0.07322161371682673,FALSE
aconitic acid,leaf,10290.5,3568.1666666666633,4396.499999999999,-1652.333333333331,0.09420256381839043,0.013893288269378612,0.5761534125082066,1.5685884324495003e-16,0.12756710557724357,0.4584343024135872,0.7774428207455996,0.03488601375091719,0.9512902010234224,0.8320680907117086,FALSE
6-deoxyglucose,leaf,9030.250000000002,-1880.0833333333308,-660.7500000000001,990.7499999999981,0.429337439635188,0.7326854333117772,0.7674193471157646,1.6518709205197008e-16,-0.12250452156633661,0.4766043884698732,0.9405884020102145,0.7960039275485974,0.9512902010234224,0.8320680907117086,FALSE
5'-deoxy-5'-methylthioadenosine,leaf,392.41666666666674,-74.75000000000003,38.99999999999998,-20.999999999999943,0.24303677373687999,0.4528076419033118,0.8147252294456612,1.61629321950099e-16,0.08217000142600364,0.6337698246158014,0.922847743785305,0.542137040646142,0.9788897181942247,0.854858421672189,FALSE
5-aminovaleric acid,leaf,2066.4166666666683,174.08333333333158,1707.1666666666647,-1020.8333333333317,0.8281116627853742,0.013042303184622366,0.37081910937399964,1.613238235998026e-16,0.026270169234613783,0.8791203914359189,0.9728223458925759,0.0337565494190226,0.9512902010234224,0.9419067141889818,FALSE
4-hydroxybutyric acid,leaf,3788.1666666666674,424.6666666666623,1537.3333333333278,-879.4999999999925,0.7718249731672369,0.20401909948392877,0.671311125342772,1.4986445610157577e-16,0.11396254677871712,0.5080962071763069,0.9405884020102145,0.28957549604170535,0.9512902010234224,0.8320680907117086,FALSE
4-hydroxybenzoate,leaf,1152.9166666666677,3.2499999999994005,353.08333333333314,-149.24999999999957,0.9888455381428296,0.06997251159600497,0.6503724475519356,1.6529297617464527e-16,-0.08328755099742301,0.6291456733235321,0.9994467102546782,0.12696043341130797,0.9512902010234224,0.854858421672189,FALSE
4-aminobutyric acid,leaf,3668.0833333333335,-1126.0833333333305,4014.4166666666674,5522.249999999999,0.7425009456717264,0.15763660802452456,0.2590005335077316,1.5926394093898193e-16,-0.11841180082246527,0.4915642514324883,0.9405884020102145,0.23511900857895188,0.9512902010234224,0.8320680907117086,FALSE
3-hydroxypropionic acid,leaf,2333.5833333333335,67.08333333333319,-129.41666666666714,-223.24999999999963,0.7554884667977562,0.4634209175505404,0.46521535156330174,1.5141643957039106e-16,0.27623048117875226,0.10293288591558403,0.9405884020102145,0.5473965200596987,0.9512902010234224,0.3308299149399911,FALSE
3-hydroxy-3-methylglutaric acid,leaf,484.49999999999994,-199.49999999999974,-282.66666666666686,197.00000000000014,0.1208687501461628,0.009361842806530206,0.2741320873933462,1.553896426930259e-16,-0.11242329903281154,0.5138796667901186,0.8181884625278713,0.02657555377337607,0.9512902010234224,0.8320680907117086,FALSE
3-aminoisobutyric acid,leaf,3301.333333333334,-743.5000000000003,-833.1666666666674,718.5000000000011,0.07927687366723327,0.018254160702178928,0.22448790779443056,1.4990611999979668e-16,-0.08469454360763881,0.6233435872793134,0.7774428207455996,0.043415301129506645,0.9512902010234224,0.854858421672189,FALSE
"3,4-dihydroxycinnamic acid",leaf,22710.91666666667,1126.4166666666663,-17747.583333333347,-3365.249999999993,0.7351897980589961,2.0244123567666088e-7,0.4762793840891971,2.181774182697879e-16,0.4003352343181116,0.01554644035411822,0.9405884020102145,5.053457505957514e-6,0.9512902010234224,0.14400913170130564,FALSE
2-ketoisocaproic acid,leaf,1445.7500000000002,53.75000000000018,-93.5,-180.00000000000043,0.8871265887068966,0.7624744311832005,0.7369705579521539,1.6171632310001585e-16,-0.2945181997575547,0.08121950302207634,0.9881916431165431,0.8133060599287472,0.9512902010234224,0.28320737612828706,FALSE
2-ketoglucose dimethylacetal NIST,leaf,1151.8333333333333,-188.83333333333346,-180.66666666666723,-64.16666666666595,0.2206197561892613,0.15297879869255476,0.7659824670674413,1.0558585902133628e-16,-0.2993650887854602,0.0761077833627723,0.922847743785305,0.23210576353353135,0.9512902010234224,0.2733667320785291,FALSE
2-hydroxyglutaric acid,leaf,10543.666666666664,-1584.9999999999975,-2846.583333333334,733.2499999999995,0.3387424207213775,0.04041159359401212,0.7527815734197214,1.3503766988059942e-16,-0.2110219990393281,0.21667532152850577,0.9238408329976535,0.08569205388609799,0.9512902010234224,0.5447836655573859,FALSE
2'-deoxyguanosine,leaf,328.8333333333333,-47.166666666666785,68.49999999999972,-64.16666666666636,0.542175955934465,0.2813098637174584,0.5575592031725134,1.5718981283868859e-16,0.007962857540100886,0.963237186980067,0.9405884020102145,0.3650004896260419,0.9512902010234224,0.9822990266843117,FALSE
2-aminobutyric acid,leaf,5142.833333333333,478.66666666666384,-1271.2500000000032,-880.5833333333281,0.6099431580373746,0.10351498812939895,0.5075314256314025,1.5491506493058158e-16,-0.027649714898824056,0.8728228764075273,0.9405884020102145,0.17493283292609738,0.9512902010234224,0.9419067141889818,FALSE
"2,5-dihydroxypyrazine NIST",leaf,1209.833333333334,934.6666666666661,1022.9166666666673,-1228.4166666666674,0.049901678069089475,0.01017223003871383,0.06731343675638392,1.2403540272191735e-16,-0.33317018305004864,0.047076590245831725,0.7774428207455996,0.027543269027902065,0.9512902010234224,0.2071369970816596,FALSE
"2,3-dihydroxybutanoic acid NIST",leaf,706.8333333333338,-119.83333333333358,862.4999999999998,-93.99999999999996,0.5700076573332654,1.6714504765235458e-5,0.7522814143382581,1.3332743640475033e-16,-0.18884228913223064,0.2700152479089786,0.9405884020102145,1.4008346850864003e-4,0.9512902010234224,0.594033545399753,FALSE
1-monostearin,leaf,907.1666666666666,-163.33333333333366,-32.91666666666707,-257.58333333333263,0.44971493473189106,0.851373388122594,0.39978781624220006,1.5905928871564796e-16,0.02854137087554335,0.8687566054418775,0.9405884020102145,0.8919149780331938,0.9512902010234224,0.9419067141889818,FALSE
1-monopalmitin,leaf,1984.5,144.33333333333283,-764.083333333334,-331.749999999999,0.6410739810413927,0.004551281217063929,0.44989979811926273,1.7432670538825425e-16,-0.1105664669587798,0.5208996556804404,0.9405884020102145,0.014805609238103638,0.9512902010234224,0.8320680907117086,FALSE
1-methylgalactose NIST,leaf,48656.583333333314,8601.916666666684,-18653.749999999985,-10141.750000000036,0.26890331719304494,0.005352606562647551,0.3552686917814144,1.5643538913546677e-16,-0.04679080195185585,0.7864024101039279,0.922847743785305,0.01624239232803395,0.9512902010234224,0.9026222582137967,FALSE
1-kestose,leaf,682.0833333333331,48.750000000000796,826.3333333333333,1545.4999999999998,0.9501342324888915,0.20002051449230238,0.16732011493075422,1.5845212724042687e-16,-0.024010146754407075,0.8894528418125213,0.9994467102546782,0.28820227514111263,0.9512902010234224,0.9419067141889818,FALSE
xylulose NIST,root,11264,-4229.4,-2487.4166666666674,3599.816666666665,0.006715283054657709,0.033291101223788866,0.0812330188799841,0.04927380441224169,-0.25623550787241334,0.1244852661274915,0.06566054542331982,0.11055158142239321,0.6084790183102331,0.5617796625240642,FALSE
xylose,root,103471.99999999994,-15060.800000000034,69523.83333333337,52661.96666666669,0.7192415130019989,0.036697958535595,0.36234729207751315,0.04927380441224176,0.008844056230684483,0.9584699259420054,0.8439100419223454,0.11217257123465069,0.7368683071998261,0.9750907917097857,FALSE
xylonic acid isomer,root,2139.7499999999986,566.6499999999999,267.16666666666663,-17.566666666666336,0.2884697530313235,0.5116464987415377,0.9806872184965458,0.04927380441224176,0.25205844153810725,0.1309761373813484,0.49291918964575665,0.6043609649564472,0.9899249746760835,0.5762950044779329,FALSE
xylonic acid,root,3256.0833333333335,1293.5166666666655,-568.8333333333336,76.23333333333413,0.07848828989260512,0.30487028813210576,0.938200826186512,0.04927380441224176,-0.021522895660722748,0.8991463939280554,0.28029415358462134,0.41594705977713653,0.9759326778606416,0.9361194974547282,FALSE
xanthine,root,825.9999999999998,-308.2,-149.83333333333343,97.36666666666677,0.29424429610033304,0.5038699623898957,0.807552943194087,0.04927380441224174,-0.380666272633229,0.01947731570961599,0.4932094867967487,0.5991967120312274,0.9304963141672505,0.34280075648924146,FALSE
vanillic acid,root,576.9166666666666,-155.31666666666655,-160.66666666666669,134.23333333333318,0.3078896934960677,0.17195706733308402,0.5185351546594315,0.04927380441224176,0.03492196976254761,0.837038425806138,0.501746167178777,0.2828452696319887,0.8296562474550904,0.926533100263398,FALSE
valine,root,219336.99999999994,-55330.59999999994,-43639.41666666669,30600.183333333294,0.196906528261059,0.1848490921508117,0.5987992023974562,0.04927380441224176,-0.3395074162940144,0.03891824787436272,0.43326692879259276,0.29047714480841835,0.8782388301829357,0.36072306635964907,FALSE
uridine,root,10009.749999999995,1184.250000000005,6407.833333333335,-7421.000000000001,0.8460630526436195,0.1770976834879473,0.3781120579622458,0.049273804412241766,0.09363657323293913,0.5805244088296926,0.9211436217498683,0.28595589260439197,0.739419135570614,0.869825125736269,FALSE
urea,root,18602.41666666667,-9928.016666666665,-9929.66666666667,9283.266666666661,0.023431654616691427,0.004005374726817444,0.11433479355445117,0.04927380441224176,-0.17018823925343743,0.31252513053636227,0.158021126737358,0.02202956099749594,0.6084790183102331,0.7780582377546384,FALSE
uracil,root,72661.33333333334,-35609.53333333332,-51063.08333333334,34314.61666666664,0.005452193077359886,3.995907143987709e-6,0.044089875013909804,0.049273804412241794,-0.32212273751210274,0.05086238223303368,0.059974123850958745,1.0046852247740527e-4,0.4564598824969486,0.3810097284328995,FALSE
